"transcript","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21","sample_22","sample_23","sample_24","sample_25","sample_26","sample_27","sample_28","sample_29","sample_30","sample_31","sample_32","sample_33","sample_34","sample_35","sample_36","sample_37"
"hsa_piR_006977",1,2,0,2,1,6,0,0,0,0,2,0,2,2,0,1,0,1,1,0,0,1,0,1,1,0,0,1,2,0,3,2,2,1,0,2,1
"hsa_piR_005653",10,2,7,13,7,7,11,10,2,4,7,9,12,4,4,6,9,6,6,11,3,13,19,6,10,8,5,6,7,8,13,6,4,9,8,11,6
"hsa_piR_006984",2,0,0,2,1,3,10,6,1,0,1,1,5,2,0,2,1,0,1,4,0,1,1,9,0,1,1,0,0,2,2,0,2,0,0,1,0
"hsa_piR_016314",4,0,2,3,2,2,1,0,0,1,0,3,1,5,0,5,2,2,0,3,0,2,0,3,0,0,6,2,1,0,0,1,3,0,0,1,0
"hsa_piR_016329",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017619",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_018940",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_004307",1369,233,1395,3426,869,954,621,681,166,428,1309,901,726,2577,1749,1217,1517,1022,842,396,669,2089,1010,1163,854,80,689,949,567,673,1818,2236,1712,1917,1005,2305,333
"hsa_piR_004308",4,2,10,10,2,8,5,3,2,2,7,10,4,20,5,15,12,4,5,5,0,16,5,13,13,1,4,11,3,6,16,15,11,12,5,7,2
"hsa_piR_004309",1358,225,1373,3420,864,941,575,656,160,424,1301,879,719,2548,1732,1197,1475,1021,837,384,661,2058,988,1145,827,76,677,928,550,648,1795,2204,1702,1880,995,2292,330
"hsa_piR_004271",6,4,8,7,3,6,9,10,3,6,7,7,6,6,5,8,7,5,5,5,4,7,4,8,4,1,4,4,5,2,6,12,3,5,11,13,4
"hsa_piR_016273",155,67,98,246,115,184,193,221,75,35,212,151,222,110,107,165,64,117,90,174,76,211,213,214,63,171,196,167,118,73,215,92,182,105,84,134,51
"hsa_piR_016271",1023,613,1122,1516,852,1136,1615,1706,649,573,965,1078,1382,1127,1059,1177,884,935,958,1451,798,1609,1316,1488,954,919,1140,958,988,948,1366,1093,1197,1269,1665,1762,482
"hsa_piR_005572",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_005587",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_016239",5,1,7,7,4,3,2,2,2,0,4,5,5,7,8,11,5,11,5,3,1,12,4,10,3,3,1,3,2,2,16,5,1,4,3,4,2
"piR-hsa-23908",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_016240",6,0,1,5,2,8,4,4,0,5,4,10,5,7,7,7,3,15,1,12,2,14,11,10,7,1,9,10,3,10,23,8,5,10,7,12,1
"piR-hsa-1242",4,2,2,1,4,1,6,6,1,1,0,18,1,7,5,3,1,3,0,5,6,6,5,2,10,1,1,7,7,5,8,8,1,10,2,2,1
"piR-hsa-23910",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-23919",58,71,20,72,248,17,59,17,67,36,73,240,66,15,188,332,53,164,142,101,42,191,36,112,58,26,48,19,17,28,263,206,97,22,345,90,16
"piR-hsa-11961",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_016290",5,5,2,3,18,1,3,2,2,1,10,5,3,1,2,1,5,5,5,5,4,4,13,12,4,34,19,10,5,2,11,8,12,6,4,3,5
"piR-hsa-8630",17,7,6,24,9,21,16,19,13,4,15,14,10,8,18,19,6,9,13,19,0,21,16,15,10,22,27,15,6,4,14,12,22,9,8,17,4
"piR-hsa-8631",17,7,6,24,9,21,16,19,13,4,15,14,10,8,18,0,6,9,13,19,10,21,16,15,10,22,27,15,6,4,14,12,22,9,8,0,4
"piR-hsa-27729",3623,4081,2919,4918,4978,7283,3620,1651,4636,5050,3306,7385,11274,2905,4183,5198,5323,3173,3000,2538,4515,2498,2483,5022,4595,3520,5052,4038,5018,7088,6782,9837,3970,6291,5061,4596,2393
"hsa_piR_006864",4,0,1,0,2,1,2,3,0,2,3,3,1,7,3,0,2,1,0,5,3,2,5,3,2,1,0,1,0,5,1,2,2,0,1,7,0
"hsa_piR_018849",39,28,121,41,48,37,73,43,86,50,22,38,70,262,352,81,315,56,288,162,116,47,79,43,218,34,28,21,63,223,43,222,34,193,198,548,89
"piR-hsa-27744",13,7,17,25,9,22,23,0,11,0,25,17,21,19,0,0,14,16,15,33,16,32,33,24,0,12,24,21,0,0,0,22,23,0,0,48,11
"piR-hsa-27731",3623,4081,2919,4918,4978,7283,3620,1651,4636,5050,3306,7385,11274,2905,4183,5198,5323,3173,3000,2538,4515,2498,2483,5022,4595,3520,5052,4038,5018,7088,6782,9837,3970,6291,5061,4596,2393
"piR-hsa-15782",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_018800",19,11,48,27,19,33,52,42,10,14,19,23,42,27,21,24,25,28,15,32,12,34,32,44,19,18,24,18,16,20,36,26,27,31,61,62,10
"hsa_piR_018815",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_018810",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_004152",14,4,8,16,1,21,5,15,2,12,9,10,68,8,17,11,26,13,7,19,1,13,8,148,21,1,7,6,10,23,19,19,16,18,26,27,6
"hsa_piR_004153",10,14,40,22,21,21,4,13,4,24,11,9,11,20,49,30,62,13,40,13,26,15,26,33,31,1,12,11,14,27,26,53,11,37,59,69,22
"hsa_piR_004150",0,422,6,4,4,8,2,2,2,4,8,1,654,8,12,9,6,5,7,3,3,6,2,6,8,1,3,4,3,7,6,15,7,10,11,5,5
"hsa_piR_017464",6,4,1,6,15,9,2,4,3,2,12,6,5,1,4,4,3,8,5,3,3,12,13,15,5,34,21,8,5,4,17,11,11,3,5,6,0
"hsa_piR_004178",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-26492",104,66,21,102,2,55,112,56,90,33,0,122,69,44,60,2,46,158,78,83,62,159,51,96,50,67,117,42,59,43,173,87,2,61,255,79,28
"hsa_piR_017497",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_005442",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017423",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017443",2,1,0,0,3,1,1,6,2,1,1,1,1,0,1,1,1,0,0,1,2,2,0,0,1,3,4,0,0,0,3,3,2,1,1,0,1
"hsa_piR_017458",565,627,314,741,958,650,261,155,381,69,491,386,406,166,284,522,216,604,485,299,382,611,504,679,257,716,786,452,391,244,987,373,1051,274,214,279,229
"hsa_piR_018780",3519,5795,1916,4971,4463,4454,2617,2797,3602,255,3676,2412,3951,1439,1812,3298,1280,2531,4809,2085,2731,3258,3460,3731,1508,4601,4848,3889,1993,1489,4436,2048,5414,1702,1250,1800,3025
"piR-hsa-16929",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_018724",0,0,1,2,2,3,0,2,2,0,1,0,1,2,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,2,1,1,1,2,0,0,2
"hsa_piR_018739",6,4,1,6,15,9,2,4,3,2,12,6,5,1,4,4,3,8,5,3,3,12,13,15,5,34,21,8,5,4,17,11,11,3,5,6,0
"piR-hsa-27621",50,29,96,95,66,52,41,94,21,50,59,115,90,140,129,108,120,90,74,84,61,99,89,88,75,18,39,80,76,86,146,208,114,183,83,208,45
"piR-hsa-27620",50,29,96,95,66,52,41,94,22,50,59,116,90,141,130,109,120,90,74,84,62,99,89,90,75,18,39,80,76,86,146,209,115,183,84,208,45
"hsa_piR_018735",0,1,1,1,0,0,0,0,0,1,1,0,2,2,1,0,0,0,0,0,1,2,0,1,0,2,1,1,2,2,2,1,2,0,2,1,1
"piR-hsa-27619",50,29,96,95,66,52,41,94,22,50,59,116,90,142,130,109,120,91,74,84,62,99,89,90,75,18,39,80,76,86,146,209,115,183,84,208,45
"hsa_piR_005378",31,22,40,46,37,32,24,61,14,18,43,32,37,40,42,37,59,36,44,51,29,57,41,54,27,46,35,49,21,26,57,68,38,56,52,79,20
"hsa_piR_017360",0,0,1,1,1,1,1,2,0,1,1,0,0,1,3,2,2,1,4,0,4,2,1,0,0,2,0,0,1,1,0,2,0,1,3,0,0
"hsa_piR_006650",63,30,53,89,52,75,112,148,47,41,51,73,123,66,63,76,52,67,44,89,36,89,82,82,67,34,71,54,44,53,102,57,50,61,89,114,33
"hsa_piR_020960",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_005331",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_005330",1,0,2,2,0,2,0,0,0,1,0,2,0,4,0,9,0,0,0,1,0,1,2,4,0,1,2,2,0,0,5,2,2,0,0,1,0
"hsa_piR_005337",195,208,169,299,221,285,199,247,158,67,187,167,204,148,168,226,124,173,256,250,162,319,390,303,116,173,275,228,167,129,283,139,351,212,170,209,138
"hsa_piR_020985",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_004019",23,9,16,28,12,16,35,39,5,10,13,28,22,23,17,20,13,14,7,39,10,14,15,24,6,15,24,15,17,10,14,11,24,18,20,19,18
"hsa_piR_005349",20,20,37,47,33,46,43,66,12,15,77,34,28,34,32,43,31,30,23,43,21,68,64,79,30,51,51,28,30,24,52,36,47,38,56,66,24
"hsa_piR_020979",1,2,1,1,1,0,1,2,0,0,0,1,0,1,0,0,2,2,0,0,1,1,4,0,2,1,2,0,1,0,0,0,1,1,1,1,1
"hsa_piR_016098",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017388",9,6,25,11,7,9,25,10,12,5,4,5,11,18,13,12,13,14,13,24,5,17,24,16,11,7,6,9,7,14,18,16,8,17,11,20,15
"hsa_piR_004081",1,5,1,3,2,1,2,0,0,2,2,2,4,0,4,8,3,10,4,2,1,13,0,2,0,0,0,0,0,1,10,1,12,4,6,4,0
"piR-hsa-26610",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-14647",210,37,88,309,75,171,506,540,84,84,163,379,340,175,131,191,118,142,65,269,75,206,182,195,75,255,217,175,189,140,268,164,194,211,87,114,28
"piR-hsa-7116",11,7,2,14,36,3,7,4,23,8,11,19,7,4,23,39,21,28,23,6,12,35,5,21,19,6,5,1,4,6,44,17,30,3,109,42,5
"hsa_piR_006614",4,5,6,5,3,2,7,12,3,4,2,5,6,5,2,5,3,10,4,7,1,9,4,3,4,4,7,4,1,11,6,5,3,3,7,7,3
"hsa_piR_020944",0,0,1,2,2,3,0,2,2,0,0,0,1,1,0,3,1,0,0,0,1,2,1,1,0,0,0,0,0,2,0,2,1,0,0,1,3
"hsa_piR_007971",0,1,3,2,2,3,3,3,2,1,2,0,4,0,0,2,0,3,3,1,0,1,1,1,1,1,0,1,1,0,3,0,0,3,0,2,0
"hsa_piR_019906",11,0,4,4,0,4,12,25,1,2,2,8,6,3,3,3,2,1,2,3,1,1,4,1,0,4,10,3,1,2,3,1,3,3,3,6,0
"piR-hsa-26685",14194,4278,4075,22030,7933,9745,19097,20904,2227,7002,10061,24215,19315,7920,11273,20818,3551,20493,3086,16785,1563,28472,7861,11981,2079,3633,9436,5413,4500,3972,20024,9841,18847,4269,2440,2831,1595
"piR-hsa-26686",14220,4347,4077,22077,7984,9745,19115,20927,2229,7008,10081,24232,19326,7922,11289,20847,3554,20529,3095,16800,1563,28534,7879,12002,2079,3638,9475,5418,4503,3976,20066,9856,18884,4269,2446,2831,1597
"hsa_piR_019912",288,76,297,736,150,450,283,1585,21,144,702,399,761,360,229,372,173,192,76,286,54,536,361,318,97,62,647,387,160,80,602,329,190,226,126,112,84
"hsa_piR_019911",7,0,4,11,5,9,17,16,0,5,8,6,13,6,3,3,4,6,1,1,1,3,3,8,5,3,5,3,4,9,8,9,5,8,4,6,3
"piR-hsa-26681",14158,4264,4074,21990,7902,9740,19081,20885,2226,6993,10046,24184,19301,7914,11255,20779,3551,20464,3077,16769,1562,28430,7847,11953,2079,3624,9402,5406,4498,3968,19989,9830,18810,4268,2437,2830,1594
"hsa_piR_019914",50,29,96,95,66,52,41,94,20,50,59,115,90,140,129,108,120,90,74,84,61,99,89,88,75,18,39,78,75,86,146,208,114,183,83,207,45
"piR-hsa-25383",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_018569",78,61,153,277,151,79,97,118,27,0,169,122,76,108,152,180,130,119,112,115,79,241,211,183,79,34,147,142,86,51,207,199,80,148,64,173,52
"hsa_piR_020871",4,0,0,3,0,3,7,21,0,0,1,3,1,1,1,0,0,2,0,33,0,4,2,4,0,6,5,2,4,0,5,0,2,0,0,1,0
"hsa_piR_017230",0,1,1,1,0,1,2,0,0,2,1,0,1,3,1,0,1,2,3,0,2,1,1,1,1,0,2,1,1,0,0,3,1,2,1,2,1
"hsa_piR_018570",67,59,151,256,141,69,86,100,24,30,160,110,69,98,136,163,113,104,104,100,73,213,194,164,64,30,144,132,77,39,176,184,67,134,52,147,46
"hsa_piR_005271",25956,1142,23063,25109,9387,20712,34942,7377,6843,20397,27473,75265,45886,33883,39598,36380,45722,35794,13501,83638,44523,38507,47385,56344,45495,33977,42965,45986,93258,76888,57342,92486,53706,99003,20434,33275,4239
"hsa_piR_020897",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_018588",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,3,2,0,0,1,0,4,1,2,2,0,1,7,1
"hsa_piR_006532",2,1,0,1,0,0,2,3,0,0,0,2,4,1,0,1,0,1,1,3,1,0,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0
"hsa_piR_007863",14,7,15,26,8,23,23,27,12,14,23,17,19,17,22,25,14,16,14,33,17,32,33,22,15,12,22,21,13,21,19,22,22,16,27,47,11
"hsa_piR_018519",30,24,34,44,37,55,70,93,22,24,33,46,82,43,42,47,32,40,29,64,25,60,52,59,40,31,49,41,30,33,66,32,34,40,51,72,25
"hsa_piR_020840",7,9,1,11,6,5,4,16,2,1,4,9,5,8,5,3,2,7,4,10,0,5,9,11,5,2,7,4,6,7,5,8,5,6,10,9,4
"hsa_piR_019843",1,0,1,2,0,1,1,4,0,1,0,0,2,2,2,3,0,0,0,1,1,1,0,4,0,0,3,0,1,1,3,0,1,0,2,7,0
"hsa_piR_007870",44,1,6,26,1,6,68,76,0,4,6,24,28,7,9,20,4,13,7,55,1,15,15,86,4,9,18,8,15,5,25,7,18,7,4,8,1
"hsa_piR_020829",804,716,923,1835,676,1177,537,462,301,217,745,636,848,1047,829,759,971,779,421,416,464,1347,728,1024,619,229,624,687,486,633,1232,1037,1070,935,821,1068,609
"hsa_piR_006548",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_019867",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017207",2,1,1,2,2,1,0,2,2,1,0,1,5,2,1,0,1,2,5,1,2,4,5,3,0,2,2,0,0,0,1,1,1,1,5,2,3
"hsa_piR_020862",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_006562",6,7,9,7,7,12,7,9,3,2,8,8,6,5,6,4,4,6,4,5,4,6,7,15,8,6,6,3,2,8,9,7,6,3,7,11,3
"hsa_piR_018544",8,0,8,7,0,7,12,27,2,5,3,9,9,3,2,4,4,2,0,4,0,3,4,3,0,3,8,7,1,2,6,2,3,4,5,7,3
"hsa_piR_020850",3,3,1,3,5,2,2,7,2,3,3,3,4,3,3,0,4,2,1,0,1,5,2,1,2,0,2,1,2,2,0,1,0,5,4,12,3
"hsa_piR_017261",4,0,1,0,2,1,2,3,0,2,4,3,1,7,3,0,2,1,0,5,3,2,5,2,2,1,0,1,0,5,1,2,2,0,1,7,0
"hsa_piR_005298",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_005294",9,4,6,11,6,10,16,24,3,5,8,12,7,11,8,8,9,8,6,19,6,55,9,16,8,6,11,4,6,6,10,7,8,7,10,5,7
"hsa_piR_017289",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017295",681,171,241,789,400,429,1207,794,126,129,722,1315,1196,450,593,967,441,947,181,1006,274,1041,832,1313,307,480,630,1009,585,433,1813,637,606,751,108,289,142
"piR-hsa-27809",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-27808",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-26508",3,4,11,7,6,2,23,11,9,6,5,26,8,5,8,8,8,14,3,9,8,11,7,17,10,10,5,12,13,12,19,21,2,15,9,16,0
"hsa_piR_007832",2,1,0,4,2,8,4,4,1,3,4,3,2,1,1,2,2,4,3,5,2,6,1,7,0,0,2,0,0,2,3,1,0,1,5,4,0
"piR-hsa-8335",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_007834",11,9,34,20,19,16,42,27,9,13,25,22,32,11,19,21,21,15,21,24,11,36,26,35,15,46,31,19,9,10,28,26,30,44,38,49,8
"hsa_piR_019824",11,1,1,4,3,0,17,18,0,0,0,10,2,7,7,3,1,4,1,7,1,13,4,8,3,0,1,2,0,1,10,4,3,4,3,3,0
"hsa_piR_019825",70,39,121,265,99,66,52,232,19,26,120,89,125,103,125,220,87,152,60,200,67,250,225,238,64,22,184,134,82,29,317,169,176,101,61,154,41
"hsa_piR_020824",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_007851",2,1,1,0,1,1,1,4,1,1,0,4,2,3,1,0,0,2,2,1,3,3,3,4,3,2,3,0,2,0,2,1,1,3,3,4,1
"piR-hsa-26528",84,28,53,140,93,77,95,355,40,41,91,100,100,53,46,73,66,66,58,42,84,89,124,116,57,134,132,126,130,87,179,96,125,110,49,102,32
"piR-hsa-26529",84,28,53,139,92,76,94,355,37,41,91,99,101,53,46,71,65,63,57,42,83,88,124,115,55,134,132,124,130,83,179,94,125,108,48,101,31
"piR-hsa-26526",2595,413,997,3693,1649,1573,4396,3610,749,1102,2306,4746,3370,2534,1576,2463,1318,2402,1017,3833,1315,3205,4677,3249,1082,4827,3551,2777,3205,1925,5123,2328,3133,2453,1132,1486,526
"hsa_piR_020809",5,0,1,6,3,8,3,5,0,6,4,9,5,7,7,7,5,17,1,12,1,14,10,10,7,2,9,10,1,6,26,6,5,9,7,12,1
"piR-hsa-26524",163,79,148,278,170,130,488,356,101,41,63,200,124,70,120,150,119,114,166,181,124,150,195,149,118,206,176,116,193,136,203,201,145,155,110,147,81
"piR-hsa-26523",158,77,139,267,165,120,479,352,92,40,59,194,121,65,116,148,116,110,153,177,117,147,185,143,110,199,170,109,189,125,201,196,140,142,102,142,73
"hsa_piR_020815",1679,726,2623,3402,2666,1962,2496,1701,1737,1820,2021,3420,3715,3399,3851,4471,3729,2849,2476,3074,3665,2744,4155,3937,3504,4426,4384,2349,4951,5091,4937,6900,3606,6877,3192,4711,749
"hsa_piR_020814",584,73,402,706,329,731,803,340,176,403,437,872,907,454,417,510,553,489,206,552,310,474,502,802,359,586,623,573,908,759,967,1025,586,918,395,488,110
"hsa_piR_020813",567,655,325,743,943,675,284,160,398,72,507,430,442,187,301,519,237,582,506,338,405,599,544,693,278,775,811,485,411,256,1023,400,1055,303,232,302,242
"hsa_piR_007819",8,11,31,20,6,11,34,30,7,13,15,18,32,23,21,19,27,14,14,19,13,37,21,22,14,11,16,11,10,12,46,18,20,40,37,48,10
"hsa_piR_007812",3,3,10,4,5,4,5,5,1,4,5,2,5,6,6,9,2,7,3,8,1,13,7,5,5,2,3,5,4,5,1,2,3,7,13,13,3
"piR-hsa-26593",10,8,18,18,26,8,25,6,24,15,7,30,13,12,24,14,28,20,15,37,39,16,32,38,47,16,4,20,31,33,40,28,2,58,26,26,13
"hsa_piR_017104",183,74,184,199,315,203,210,136,120,133,144,285,295,167,304,309,350,229,236,275,324,198,277,303,283,270,263,245,422,362,348,472,312,485,328,376,146
"hsa_piR_006465",347,211,417,518,279,452,580,654,236,240,330,377,520,425,380,449,312,295,301,505,317,577,426,494,363,325,358,301,301,359,471,398,434,424,653,628,180
"hsa_piR_007797",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"piR-hsa-26589",10,8,18,18,26,8,26,6,24,15,7,30,14,12,24,14,28,20,15,38,39,16,32,38,47,16,4,20,31,33,40,28,2,58,26,26,13
"piR-hsa-26590",10,8,18,18,26,8,25,6,24,15,7,30,14,12,24,14,28,20,15,37,39,16,32,38,47,16,4,20,31,33,40,28,2,58,26,26,13
"piR-hsa-13289",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017124",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017121",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_018452",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_018467",8,3,4,13,8,3,12,17,2,0,12,8,8,5,5,6,6,2,4,14,7,11,15,10,2,12,6,10,9,0,15,7,13,11,7,4,2
"hsa_piR_017138",51,16,53,58,27,61,70,95,28,30,52,45,61,45,39,69,34,31,32,56,25,73,52,44,29,37,48,44,47,37,64,40,48,38,59,70,25
"hsa_piR_020723",8,3,10,11,3,12,6,5,5,6,2,9,11,6,10,3,4,7,6,10,6,7,12,5,8,4,5,2,4,2,9,7,7,3,5,97,3
"hsa_piR_020714",2,0,0,1,1,3,2,1,0,1,0,0,0,2,0,1,0,3,1,5,2,1,1,1,0,1,0,0,0,0,1,0,2,1,2,18,0
"hsa_piR_020712",3,0,1,1,1,3,2,8,0,3,1,2,3,1,1,2,0,3,0,7,4,5,2,3,0,4,0,0,0,1,0,0,1,1,0,1,0
"hsa_piR_005101",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_019752",5,7,13,14,6,7,9,1,1,2,33,15,7,106,6,9,21,9,3,4,16,22,11,26,23,294,35,29,20,24,21,29,10,16,17,22,3
"hsa_piR_017183",499,334,523,762,472,535,823,869,371,248,538,568,704,585,481,560,433,475,404,650,392,669,639,667,420,505,627,512,501,428,651,502,525,620,567,718,233
"hsa_piR_017184",646,37,58,641,98,398,1289,1674,32,79,271,1013,427,261,69,172,35,97,20,243,24,195,147,147,36,89,134,230,85,43,285,78,168,58,18,24,41
"hsa_piR_017194",15766,6442,17803,21725,21137,14450,25077,6387,13381,14832,15704,33878,25045,24450,27822,27563,28920,21808,13056,33265,26847,22078,33618,31690,21176,26703,25497,19149,37432,38231,35667,49251,25121,44323,27451,31608,6893
"hsa_piR_005177",11,16,11,21,11,22,17,16,10,20,15,18,26,9,20,15,13,13,6,21,8,11,20,16,11,5,15,9,11,18,16,13,16,16,29,32,6
"hsa_piR_018484",8,3,2,10,6,5,15,22,5,5,11,8,10,10,4,7,6,10,8,14,3,11,9,9,6,7,11,8,8,17,17,8,6,8,5,33,7
"hsa_piR_017154",1,0,1,1,1,1,0,2,1,0,3,0,2,3,1,0,0,1,0,0,2,1,4,0,1,2,2,2,5,1,2,1,3,2,1,1,0
"hsa_piR_017169",2,0,1,4,1,2,1,2,0,1,2,2,2,4,2,5,4,5,0,9,0,7,3,6,0,0,0,3,1,1,9,1,2,3,1,9,1
"hsa_piR_017162",4,0,1,0,1,1,2,3,0,2,3,3,1,7,3,0,2,1,0,4,3,2,4,2,2,0,0,1,0,4,1,2,2,0,1,7,0
"hsa_piR_017178",12505,13735,27042,18671,46215,13832,15908,4119,27208,15391,13985,25809,23822,21320,41439,34856,41249,27483,38928,32245,74569,21686,46081,42274,39087,35742,34651,19555,59602,64056,38243,81388,31862,73830,57488,63435,21363
"piR-hsa-26818",119,3,34,126,10,88,188,170,4,25,57,124,65,37,19,32,31,27,6,36,7,36,29,55,23,18,28,44,39,37,61,49,40,52,15,21,8
"piR-hsa-12206",1247,1538,1993,1881,2168,2046,1073,446,1725,500,1473,1225,2011,1181,1270,2385,1112,1544,2050,1188,1836,1403,2261,1962,1481,2267,2598,1481,2217,1135,2261,1982,2133,1646,889,1547,1012
