,logFC,pvalue,padj
RPL37,0.164989044,2.08E-11,1.74E-10
TRAF3IP2-AS1,-0.032656208,0.001450722,0.003032447
RAB34,0.021972146,0.116000179,0.159165998
EYA1,0.061575216,0.000495292,0.00112057
JCAD,-0.02389387,0.1484238,0.197845641
CNTN6,-0.271506296,7.56E-18,1.82E-16
CSPG5,0.058666576,0.00011954,0.00030526
UCK2,-0.060151206,1.03E-08,5.58E-08
CNBP,0.029547752,0.000315532,0.000744531
OTUD3,-0.068787421,5.72E-06,1.88E-05
HDAC6,-0.056239732,1.54E-06,5.56E-06
RNF44,-0.092289213,3.28E-12,3.20E-11
SNRPD2,0.129717057,3.49E-07,1.42E-06
RMC1,-0.019069092,0.030590852,0.047693877
STAMBP,-0.000903624,0.893263616,0.9154167
SERPINI1,0.13706134,3.58E-12,3.44E-11
ATF5,-0.026875388,0.210524743,0.268800744
MT-ND2,0.078692635,0.001527277,0.003173892
B4GALT6,-0.041070908,0.012123219,0.020851771
CERS1,0.077423985,0.00410496,0.007842874
WDR43,-0.034611304,0.011457479,0.019808919
MIOS,0.015482944,0.224963459,0.28454776
NQO2,0.019453934,0.388626702,0.454959848
EXTL3-AS1,-0.017635583,0.450133768,0.515027195
NFKB2,0.059973198,3.15E-06,1.08E-05
BX255925.3,-0.011773861,0.56967562,0.627949317
CCDC90B,0.063597174,1.70E-08,8.97E-08
MIR4435-2HG,0.04286983,0.01646837,0.027365189
TP53BP1,-0.072475172,0.000704367,0.001552838
SLC26A9,0.105946298,4.24E-11,3.39E-10
TMEM165,0.004529112,0.677765917,0.728310678
GPAA1,0.038441697,0.017981682,0.02955569
EMILIN1,-0.098979365,7.09E-11,5.45E-10
SIM2,0.052940552,0.015203275,0.025508851
COL22A1,-0.300326469,1.31E-18,3.48E-17
COMMD8,0.076101413,6.89E-08,3.24E-07
AL590617.2,-0.024545188,0.366989756,0.433999238
PIGQ,0.017291202,0.317087892,0.382586743
SPRED1,0.028946663,0.030683807,0.047823888
PHF21A,-0.050900925,4.00E-10,2.75E-09
CC2D2A,-0.009337976,0.206410983,0.264020189
IGSF3,-0.072006701,3.67E-07,1.49E-06
AC096677.1,-0.008304875,0.658891679,0.710325635
TMEM209,-0.029194234,0.007404361,0.013379763
LINC02245,0.077800353,0.004921132,0.009239827
AC004086.1,0.070246557,4.10E-08,2.02E-07
ZNF154,-0.045010869,0.001156531,0.002464335
POLE2,-0.027738326,0.006812986,0.012423388
CCDC43,0.045093469,3.89E-06,1.31E-05
HSBP1L1,0.1819552,4.51E-14,6.01E-13
TIAL1,0.007586984,0.198449687,0.255011163
TNKS,0.009338532,0.497487496,0.559855386
MEGF8,-0.062657664,2.06E-06,7.30E-06
KMT2A,0.018594499,0.08682608,0.122428201
FGF12,0.161714023,3.15E-28,2.63E-26
BMP6,-0.177993864,3.16E-09,1.86E-08
BMX,-0.191939856,5.81E-22,2.44E-20
STAM2,0.000393464,0.977342188,0.982253455
MRPS36,0.171974902,3.51E-17,7.97E-16
AC093849.2,0.035668233,0.071875541,0.102973555
CEBPZ,0.002116654,0.91389875,0.932359467
ATL3,0.032983021,0.000165718,0.00041121
ZNF566,0.023388751,0.020040447,0.032590429
PHGDH,0.028538095,0.049475361,0.073318555
AC104825.1,0.040394709,0.013532427,0.022998686
FLVCR1,-0.056523809,2.55E-06,8.89E-06
RANBP1,0.01491682,0.291221319,0.355321277
UBTF,-0.000589612,0.93631484,0.949802029
GRIN2D,-0.110309085,1.54E-08,8.19E-08
CASP3,0.020517757,0.155548669,0.205697791
ZNF880,-0.019356307,0.271559653,0.334515463
TXNL1,0.046419636,3.19E-07,1.31E-06
ZSCAN30,4.91E-05,0.996601085,0.996999885
RAB21,0.068852043,1.95E-13,2.32E-12
SERINC3,0.011509783,0.22176475,0.28085708
GLIS3,-0.043445895,0.020673603,0.033517514
KIAA0556,-0.075190147,4.53E-07,1.81E-06
METAP1,-0.040356651,0.000205289,0.000500705
PKMYT1,-0.085055627,4.30E-08,2.11E-07
LINC01089,-0.031331836,0.192655321,0.248651679
GAK,-0.053334551,6.56E-06,2.13E-05
NEDD4L,0.087820318,2.48E-13,2.90E-12
ZNF654,0.085211398,4.57E-06,1.52E-05
PCGF1,0.034534182,0.023360653,0.037353139
DUBR,0.038725544,0.001165451,0.002480739
TRMT112,0.094887589,2.22E-07,9.38E-07
PNISR,0.06884547,0.000850436,0.001851994
MAST2,0.010949996,0.39523504,0.461076808
DCPS,0.02385933,0.009877055,0.017358621
ARRDC3,0.054084186,0.068139553,0.098042522
CCNB1IP1,-0.003897086,0.725746122,0.772379591
KLF6,0.065610617,0.000143236,0.00035989
HMGN4,0.010439843,0.207411411,0.265164166
GLRB,0.034801746,0.022903915,0.036693231
SVIL-AS1,-0.019928866,0.112494678,0.15512228
RPL18A,0.131053901,3.12E-06,1.07E-05
DDX3X,-0.050847607,0.010684913,0.018640811
G0S2,0.266222633,2.93E-41,1.13E-38
RIDA,0.054667838,9.87E-05,0.000256656
MDFIC,0.003090888,0.783575181,0.822737485
HAUS5,-0.021398017,0.030841024,0.048038978
RGS9,-0.057077575,0.002221232,0.004483715
DSCC1,-0.051296289,4.09E-06,1.38E-05
SEC24D,-0.038288108,0.003409812,0.006636458
CCNA2,-0.045998622,0.00358534,0.00694295
HHIP,0.136929551,3.62E-08,1.81E-07
RNF217,-0.019417132,0.198399516,0.255011163
RAI14,-0.133566002,2.90E-25,1.72E-23
P2RY11,-0.026858536,0.269929785,0.332772402
FSD2,0.029032723,0.00144002,0.003013856
RGS12,-0.001880634,0.890754857,0.913220071
NR3C1,0.171383609,7.53E-27,5.30E-25
WASHC4,0.017931202,0.214386145,0.27296428
SETD2,-0.02704984,0.00845896,0.015094503
HYAL3,-0.050190892,0.020043114,0.032590429
CCDC137,-0.00756299,0.587005626,0.645061127
CCDC157,0.002885801,0.902203811,0.922310173
POR,-0.011577105,0.353596715,0.419948593
FAM13A-AS1,0.031486609,0.051742061,0.07638332
RBM38,-0.015756894,0.217200044,0.276195376
NUP107,-0.026299012,0.026579644,0.041923728
NXF1,-0.05736707,1.25E-08,6.71E-08
ZNRD2,0.074939123,0.000236951,0.000570966
SLC2A1,-0.007600551,0.587617004,0.645591083
CTPS2,-0.045577213,5.91E-10,3.91E-09
CBWD1,-0.028493016,0.310638542,0.375893685
ATP2C1,0.000416706,0.974330413,0.980606294
FZR1,-0.021132252,0.077122853,0.109861614
SCAMP1-AS1,-0.002387948,0.849373815,0.879086955
ARHGEF17,-0.056688952,6.22E-05,0.000167743
PIGU,0.05962927,0.000268812,0.0006434
CCN4,-0.1140242,1.01E-14,1.52E-13
XRCC5,-0.006736868,0.485228227,0.547870035
GEM,0.075138747,0.000137119,0.000345912
RPL26,0.221753635,7.14E-11,5.47E-10
IRAK1,-0.088539875,3.34E-20,1.12E-18
MAF1,0.12239282,8.27E-15,1.26E-13
DIPK1A,0.034403736,0.024290946,0.038679851
MEMO1,0.157374246,1.47E-09,9.11E-09
GTF3C1,-0.047177875,0.000151484,0.00037852
LACTB2,0.060788481,4.48E-06,1.50E-05
TMEM220,0.062983322,7.38E-07,2.81E-06
RAB22A,0.019761944,0.008101233,0.014513137
RSRC1,-0.02054087,0.092732977,0.130082028
AARSD1,-0.03632595,0.116795517,0.16012547
MYO16,0.084179284,1.94E-08,1.01E-07
RPL36AL,0.108160489,5.28E-07,2.08E-06
FOXO1,-0.095742995,7.69E-13,8.22E-12
CAMK2A,0.036070726,5.63E-05,0.000152383
TCAP,0.241650223,2.01E-12,2.01E-11
PPARD,-0.004223865,0.685512094,0.736001818
SELENOK,0.140746294,5.38E-21,2.09E-19
BORCS8,0.01390106,0.386981692,0.453246301
RPS3A,0.046784832,0.000181753,0.000447889
INPP5A,-0.036589365,0.001033454,0.002222481
RINL,0.017863045,0.371501273,0.438504807
WDR91,-0.083233104,2.69E-15,4.51E-14
KBTBD12,0.276875047,1.32E-27,1.03E-25
COL13A1,-0.180297812,3.75E-29,3.47E-27
NLGN1,0.1969067,6.75E-28,5.45E-26
DAGLB,0.005155914,0.681505226,0.732171493
WDR35,-0.013693624,0.354262787,0.420639738
TPT1-AS1,0.021100206,0.358049584,0.424732602
ZNF514,0.001658545,0.898250505,0.919020365
CCT7,0.0179576,0.041976353,0.063350971
TMEM199,-0.003987896,0.699903493,0.749521839
SUV39H2,-0.068020052,2.57E-09,1.53E-08
KRT10,0.128733075,1.28E-07,5.73E-07
C17orf113,0.029112611,0.058685524,0.085597322
ATP11A,-0.065820574,0.002445916,0.004885968
GNB4,0.026306148,0.027050043,0.042573466
WDR48,-0.002815891,0.80063961,0.837770757
WIPF3,-0.057659357,0.000329548,0.000773949
IKBIP,0.003154761,0.740326294,0.785242145
HECA,0.076290401,2.33E-10,1.67E-09
HDDC3,0.042101436,0.007521787,0.013577233
SLC37A3,-0.064053875,9.07E-12,8.17E-11
KHK,0.018499098,0.269633995,0.332553027
BMP5,-0.058781136,6.65E-05,0.00017857
MYC,-0.091459667,4.86E-11,3.85E-10
INTS12,0.031744802,0.000477145,0.001082453
AP006623.1,-0.11551578,3.22E-05,9.13E-05
PTK7,-0.101779414,8.27E-23,3.90E-21
POC5,0.028722922,0.011416757,0.019747142
SGMS1-AS1,0.033587795,0.015472626,0.025908617
FAM219B,-0.106951398,1.34E-05,4.07E-05
PHC3,0.03628875,0.027062205,0.042577415
BDH2,0.031560497,0.013597077,0.023092862
SF3B1,-0.003909798,0.799614914,0.836942552
FLRT2,-0.076040513,6.67E-11,5.16E-10
FSCN1,-0.066926039,9.03E-07,3.39E-06
POLH,-0.059615779,0.000583867,0.001303857
COQ6,-0.003661234,0.663976961,0.715338247
APH1A,0.044009882,6.08E-07,2.36E-06
OSER1,0.056261222,4.69E-08,2.28E-07
CYREN,-0.047074307,3.56E-09,2.08E-08
CDKAL1,-0.024640625,0.002767433,0.005464916
GPM6B,0.080101558,6.32E-09,3.54E-08
FAM214A,0.021512552,0.149477493,0.198984948
NAPG,-0.009567286,0.412528135,0.478127185
PARP9,0.117729424,1.20E-14,1.77E-13
NUDT19,0.014546548,0.121914484,0.166141298
PTCH1,-0.083516125,2.57E-06,8.92E-06
C9orf40,0.028982296,0.01022225,0.017896097
RNF26,-0.093478513,5.59E-12,5.18E-11
PPP2R2D,-0.021552015,0.036404014,0.055663629
PDCD10,0.098922884,4.19E-13,4.67E-12
RPL3P4,0.0447435,0.457984773,0.522098465
MAN2A1,0.015345292,0.302277087,0.367376139
JKAMP,0.012410535,0.391211483,0.457236422
5-Mar,-0.01822179,0.019427405,0.031682005
FBXO43,0.033093316,0.043400353,0.06518527
RAB13,0.092825854,0.010000693,0.017538921
TTLL12,-0.058643472,7.29E-07,2.79E-06
SUPT20H,-0.049215469,0.000477126,0.001082453
RPARP-AS1,-0.032988752,0.05409809,0.079579421
ATP2A2,0.019775066,0.147785915,0.197205651
SLC4A1,-0.108126695,0.000416757,0.000957182
LRRK1,-0.048892288,0.01340914,0.022827953
SUV39H1,-0.01452494,0.274797115,0.337920702
FMOD,-0.128960199,1.79E-09,1.09E-08
IVD,0.011071041,0.160637071,0.211978188
AC004475.1,0.012979006,0.255380615,0.317479631
TRIM65,-0.05005766,3.61E-07,1.47E-06
FLI1,-0.063171603,1.53E-05,4.62E-05
ZNF343,-0.027683785,0.002535122,0.005044015
PDGFRL,0.12679633,2.74E-05,7.91E-05
BBOF1,0.0520564,1.29E-05,3.95E-05
TRAPPC5,0.022082567,0.250478037,0.312161063
THSD1,-0.017245923,0.216090752,0.274854683
ATP6V0D1,0.040623632,0.034407945,0.052886481
GAS6-DT,0.096577131,7.52E-14,9.69E-13
CHD2,0.017997432,0.275422527,0.338440068
WDR82,-0.047533188,1.77E-08,9.30E-08
GHDC,0.002319984,0.868048054,0.894576852
TECTA,-0.088691306,2.19E-08,1.13E-07
CCNL1,-0.02209845,0.030209066,0.047157456
HIP1R,0.031880342,0.002502751,0.004987546
ITFG1,0.029604792,0.011259363,0.019500109
STK38,-0.037033073,8.68E-12,7.86E-11
MEF2A,0.015748882,0.510887485,0.572743817
TMEM63B,-0.033685775,6.96E-05,0.000186397
AC127024.5,-0.095486589,1.69E-07,7.34E-07
ARHGAP30,0.015748824,0.44662694,0.51160016
GLE1,0.003825539,0.572952136,0.631143574
ZNF222,0.044554589,0.001593195,0.003298541
BFSP1,-0.086154893,5.57E-07,2.18E-06
PTPRK,-0.153885684,3.31E-06,1.13E-05
KIAA0040,-0.00437002,0.748314359,0.792250871
DBP,0.218910565,1.04E-17,2.46E-16
BVES-AS1,0.075594186,0.000890167,0.00193011
EIF4H,-0.042716914,2.65E-05,7.67E-05
NUB1,-0.000314919,0.965720791,0.974884707
SPATA2,-0.023025252,0.01268604,0.021715235
FZD5,0.041935617,0.008380196,0.014964635
DBF4B,-0.10697331,1.46E-11,1.27E-10
MED12,-0.12091347,6.40E-13,6.93E-12
ELP6,0.042494363,0.000211282,0.000514068
LINC01278,-0.054782771,5.24E-07,2.07E-06
ZSCAN12,-0.062198252,0.000164149,0.000408128
NDUFA5,0.08486908,1.35E-09,8.42E-09
SRSF4,-0.028396062,0.000122695,0.000312679
AGPAT4,-0.062001803,7.20E-09,3.99E-08
POLR2A,-0.138751669,5.53E-19,1.60E-17
GLI2,-0.163268638,1.81E-14,2.59E-13
SPCS3,-0.032167532,0.011401826,0.019733171
KDR,-0.083341206,9.61E-06,3.03E-05
TPCN1,0.008110668,0.55128017,0.610769078
PDXK,0.019887864,0.04468333,0.066931291
CUL7,-0.074859503,6.09E-14,7.98E-13
ZC3H6,0.137391269,2.03E-09,1.22E-08
SENP2,-0.046188547,3.50E-08,1.75E-07
GRHPR,0.035147423,0.007029939,0.01275851
RUFY1,0.032652262,1.38E-07,6.15E-07
DPH5,0.023555791,0.046573548,0.069429857
FAM185A,0.055090484,3.19E-05,9.08E-05
AC022784.1,0.063376515,0.001174933,0.002499857
TMEM87A,0.026550302,0.00272727,0.005395367
NCAM1,-0.063849833,3.27E-10,2.30E-09
CD47,0.043178192,1.09E-05,3.39E-05
NID2,-0.171528188,5.86E-07,2.28E-06
MAPRE1,-0.064004224,3.60E-14,4.90E-13
MIGA2,0.012414618,0.198862043,0.255409765
RAB17,0.025166313,0.200517464,0.257139604
TRMT1L,0.014839973,0.386818767,0.45316163
GUK1,0.141537088,1.13E-16,2.38E-15
SNHG18,0.098071293,7.78E-06,2.50E-05
POLR3G,0.024806451,0.239161456,0.299851375
MAN1B1,0.000744304,0.946010631,0.957888448
CYTOR,0.073913888,0.013334423,0.022708487
PEX11A,0.026972892,0.023111155,0.037013381
RBM45,0.023216065,0.024767387,0.03935079
CORO1A,0.114320717,1.12E-05,3.49E-05
ZFYVE27,-0.037402111,6.74E-05,0.000181008
NOLC1,-0.075536132,8.31E-19,2.28E-17
ZNF252P,-0.017000674,0.057986513,0.084726056
UVSSA,-0.143925556,1.60E-07,7.00E-07
AC019205.1,-0.040979562,0.008296392,0.014836179
DPF2,-0.030298846,0.000539001,0.00121342
COBLL1,0.064936595,0.000111939,0.000287908
YIPF4,0.088597732,3.38E-12,3.27E-11
CPNE1,0.001891508,0.93397568,0.948391226
CDH2,-0.008896156,0.37164913,0.438575796
CORO6,-0.0198137,0.129700608,0.175698467
MFSD5,0.065903465,9.01E-06,2.86E-05
CCDC117,-0.010553137,0.37620664,0.442596047
MAZ,-0.009888748,0.439521488,0.505545765
SMIM5,0.214384057,6.07E-30,6.60E-28
PEX19,0.041219635,1.19E-08,6.42E-08
RIN3,-0.00042347,0.979442408,0.983968664
METTL4,0.006965071,0.54284717,0.602761681
SRPRB,0.00406713,0.686509927,0.736914906
SPECC1L,-0.017910648,0.001613317,0.003334677
SNRNP48,0.002746123,0.80074129,0.837770757
POLR2H,0.034644995,0.013687725,0.023231034
STYXL1,0.035697411,0.09542885,0.133280516
RHOT1,0.034872509,0.021685351,0.034931299
ZCCHC17,0.097508456,1.21E-05,3.73E-05
KCNC4,-0.066749101,0.000121762,0.000310618
M6PR,-0.055711659,0.005793067,0.010735854
KIF22,-0.021172919,0.023634928,0.037719323
LRFN1,-0.170624697,3.30E-14,4.53E-13
SEMA4C,-0.050427131,3.38E-05,9.57E-05
TERF2,-0.024188738,0.005608351,0.010424445
RPS2,0.073632361,2.59E-05,7.52E-05
GNPNAT1,-0.088240565,2.30E-06,8.02E-06
UROS,0.022162311,0.179095472,0.233257973
NUDT16,0.012831454,0.033539325,0.051752546
INTS2,-0.027697574,0.057787975,0.084460647
ATP2B1,0.004051864,0.809129739,0.844955867
USP53,-0.002673986,0.873201881,0.89872569
SOS2,0.031031496,0.023253164,0.037194632
LINC00674,0.014100063,0.352667407,0.419143579
RNF214,-0.032085857,0.013902773,0.023564021
ECHS1,0.092288474,2.50E-06,8.69E-06
MBD6,-0.07415359,5.13E-08,2.47E-07
NOC3L,0.007933449,0.530919683,0.591883704
BLOC1S2,0.04583672,0.000471001,0.001070457
MED30,0.053227106,9.56E-05,0.000249157
DCAF10,0.036101603,8.54E-05,0.000224615
KCMF1,0.013022277,0.0234204,0.037409961
NT5C3A,0.039430915,0.000186478,0.000458401
SAT1,-0.064288276,1.20E-05,3.71E-05
SPEF2,-0.018228443,0.177561331,0.231742797
GIMAP4,0.074493335,2.60E-06,9.04E-06
AC006460.2,0.006228335,0.827543004,0.861126955
GLO1,0.037245923,0.000289519,0.000688021
PIGBOS1,0.049058721,0.012343513,0.021179672
MECOM,-0.055526891,0.000231989,0.00055982
EPOR,-0.018829643,0.072006017,0.103101399
AC104794.2,0.038144517,0.112841855,0.155515236
ENG,-0.162665801,2.05E-20,7.26E-19
CCT6P1,-0.078439335,8.73E-06,2.78E-05
ZNF652,0.017808797,0.176878098,0.231031998
P4HTM,0.032718496,0.000666167,0.001471216
DSN1,-0.023697155,0.015120537,0.025387067
FAM171A2,-0.043550527,0.001290332,0.00272913
CPLANE1,0.016487887,0.257152184,0.319285056
AL080317.3,-0.038907547,0.010040211,0.017589719
EBP,0.103059819,0.000296786,0.000703283
SRF,-0.017213582,0.150219605,0.199909873
RNF2,-0.001968652,0.889200345,0.912187469
DNAJC9,-0.101672301,3.09E-07,1.27E-06
KIF9-AS1,-0.01428411,0.419043409,0.484790084
RNF4,-0.057838359,3.17E-11,2.59E-10
SIRPA,-0.077607029,6.36E-16,1.21E-14
ZNF337-AS1,-0.048422348,0.057313009,0.083835397
GIMAP1,0.089217883,2.21E-05,6.47E-05
TST,0.113514452,4.12E-06,1.38E-05
CRIPT,0.078187397,1.23E-13,1.52E-12
IL15,0.126423974,1.71E-06,6.12E-06
FBXO9,-0.063101431,8.20E-10,5.31E-09
EPAS1,0.040893997,0.001570382,0.003252655
HAT1,0.044016096,0.004044784,0.007733812
AHSA1,0.047176865,4.95E-05,0.000135456
PRIMPOL,0.004856121,0.749784309,0.793590504
SNX16,0.052917395,0.003300442,0.00643863
C1orf74,0.029499583,0.0455016,0.067985626
GALNT2,-0.118874812,8.44E-16,1.58E-14
SKA2,-0.005678787,0.407009224,0.472826701
FER,-0.004867164,0.729389248,0.774792063
SNX6,-0.001243672,0.935812923,0.949497163
LINC01569,-0.102226613,4.33E-06,1.45E-05
ISCA2,0.058754246,4.42E-05,0.000122568
ITM2C,-0.033245121,0.010448715,0.018254218
TMEM176B,0.343795993,8.81E-10,5.66E-09
SMYD5,-0.019149366,0.031533899,0.048935288
PKMP3,0.002676065,0.864421912,0.891708182
CFAP20,0.03186428,0.000210794,0.00051313
IGFBP2,0.076952486,0.000128316,0.00032551
FOXS1,0.149720682,5.74E-08,2.74E-07
RELA,-0.02191503,0.00984159,0.017314549
CNTROB,-0.013726496,0.187343828,0.242484893
NPTXR,-0.033496452,0.014261107,0.024081572
STX12,-0.023830237,0.001373966,0.002886484
HLCS,-0.09891334,1.06E-12,1.11E-11
FCSK,0.007892741,0.419052548,0.484790084
DPY19L1,-0.022717377,0.043037103,0.06476972
SLC12A4,-0.058603738,5.86E-05,0.000158343
PPIF,-0.005004901,0.652945202,0.704972147
LINC00662,0.088366118,2.96E-05,8.50E-05
C7orf26,-4.38E-05,0.997340027,0.997539535
BRF1,0.018979583,0.115020043,0.158168376
C1QTNF4,0.146938347,2.45E-05,7.13E-05
C18orf21,0.06868068,5.16E-06,1.71E-05
MTMR12,-0.046293795,0.00041532,0.000954857
FLVCR2,-0.007912514,0.633463204,0.687500764
FAM122C,0.016299727,0.133309333,0.180081073
CDKN1A,0.09575456,1.09E-07,4.93E-07
LEF1,-0.247486975,6.51E-33,9.29E-31
ZNF354C,-0.053951283,0.01000781,0.017545249
IGFBPL1,-0.091421573,2.63E-06,9.12E-06
TYK2,-0.019738852,0.039702987,0.060265615
PNPLA2,0.047104798,0.006474269,0.011861981
MRPL20,0.088386011,4.43E-07,1.77E-06
KDSR,0.002677201,0.725329302,0.772379591
RAB42,0.019203014,0.278633907,0.341546833
TPX2,-0.089329448,1.91E-16,3.88E-15
BRCC3,-0.055146919,3.13E-06,1.07E-05
CAND1,-0.031974343,0.025970276,0.041014334
PTPN11,-0.063287593,0.001326572,0.002796315
BTBD8,0.029885245,0.197692281,0.254168528
CCDC102A,-0.012761306,0.310441171,0.375836769
ERBB4,-0.01313122,0.423256495,0.489313867
NADK,-0.102842691,5.02E-14,6.64E-13
RAB6B,0.015781298,0.199706439,0.256428401
MT-TP,0.263896957,9.20E-20,2.91E-18
RAD51,-0.081966162,4.84E-14,6.44E-13
PLBD2,-0.044868134,0.000115966,0.000297195
NFRKB,-0.057375007,6.70E-08,3.16E-07
BTBD10,0.021445111,0.062353741,0.090420159
AC006978.1,0.078116985,0.000101257,0.000262499
PRMT3,-0.010875177,0.440841793,0.506516134
HIBADH,0.050246604,3.85E-07,1.55E-06
MORF4L1,0.029366498,0.00304188,0.005969152
ATOH8,0.029827042,0.020041756,0.032590429
NUS1,0.030235007,0.017289231,0.028511265
ACAA1,0.025450199,0.006916225,0.012584107
ATP5F1D,0.193114349,3.05E-07,1.26E-06
PIP4K2C,-0.05192606,1.79E-06,6.37E-06
MCRS1,0.041762145,0.005190351,0.009697965
AC125807.2,-0.134968424,2.00E-11,1.68E-10
HAGHL,0.149467627,7.64E-08,3.55E-07
ATP2B4,-0.040680107,0.013141828,0.022433984
ARHGAP6,-0.069459925,1.75E-06,6.25E-06
FRMD6,-0.017020949,0.272378193,0.335292854
UBE2C,0.023135733,0.180224003,0.23448348
OXTR,-0.023381331,0.291542412,0.355626265
PHF2,-0.037309198,0.005133292,0.009604471
CRKL,-0.022363993,0.014115333,0.023875733
AL451165.2,0.22460523,9.96E-15,1.50E-13
MRPL23,0.12223035,2.28E-05,6.65E-05
B4GALT2,0.013335112,0.320576921,0.385938386
TPM2,0.026783622,0.154038376,0.204078399
PDE4D,0.116865347,1.95E-10,1.41E-09
NCEH1,0.054044168,0.017034457,0.028146822
PRDM8,0.021047182,0.400206614,0.465898271
COG4,-0.002082341,0.820431607,0.855150726
ACTR1B,0.013870859,0.03380233,0.052083713
SLC12A9,-0.040092416,0.00498683,0.009349138
CEP68,-0.001769194,0.880670296,0.904922211
BIVM,0.040127956,0.000318973,0.000751941
CDK11B,0.020045947,0.333571567,0.399582614
KCNE3,-0.16514127,4.27E-14,5.75E-13
RBX1,0.14126523,4.41E-14,5.89E-13
GARS-DT,-0.010863851,0.556127121,0.615457195
ANGEL2,-0.021663477,0.011988233,0.020633792
MYADM,-0.003254627,0.822242239,0.856680807
REPS2,-0.034383158,0.078428325,0.11153061
METTL25,0.062267362,1.00E-08,5.45E-08
ZNF597,-0.037932151,0.021420615,0.034560527
NAALAD2,-0.031787898,0.011628591,0.020042384
NUBPL,-0.026303424,0.031825286,0.049372147
SCAND2P,0.005616565,0.796585696,0.834572888
TUBB6,0.052909363,4.78E-06,1.59E-05
C1QB,0.125377987,0.000441404,0.001008694
EXT2,-0.014040752,0.12514337,0.169985561
FBLN2,-0.047741074,0.000567901,0.001269904
PIGA,-0.003018965,0.826375367,0.860270006
APOBEC3F,0.013387652,0.466773658,0.530786511
ADNP,-0.029371838,0.044266842,0.066347185
COL4A1,-0.009998313,0.538839922,0.598911858
ZNF70,-0.056907298,6.53E-07,2.53E-06
GPR137C,-0.044202019,0.002158298,0.00436196
ATG16L1,-0.01823322,0.024731409,0.039306118
TMTC4,-0.086585444,3.16E-12,3.09E-11
RUNX1T1,-0.0300644,0.002102671,0.004256419
TOP1MT,-0.05366263,0.002089388,0.004234674
NPNT,-0.022182228,0.206750942,0.264387394
NMT2,0.007585821,0.615602468,0.672055097
URGCP,-0.013697329,0.113724292,0.156568742
OSGEPL1,0.033509304,0.00043914,0.001003979
FAM107A,0.045669401,0.145591586,0.194693214
CDK11A,-0.005098883,0.83079417,0.863970642
CCDC146,0.140777169,1.22E-14,1.80E-13
DUSP10,0.092179188,4.26E-05,0.000118644
SDCBP,0.004389002,0.770561108,0.812142821
MYPOP,0.047782951,0.002598027,0.005156863
SBSPON,0.140362849,9.71E-07,3.63E-06
STX17,0.020822008,0.01408992,0.023840811
PET100,0.123600186,1.18E-05,3.65E-05
TCF25,-0.013849975,0.46729447,0.531257924
FPGT,0.043732943,0.005995902,0.011087098
TAX1BP1,0.062587202,2.81E-05,8.08E-05
AGA,0.073029615,0.00021265,0.000516141
PRKAR2B,0.024887461,0.124536534,0.169338718
EIF4G3,-0.090606174,2.64E-13,3.07E-12
YBX3,0.09316764,2.12E-15,3.63E-14
NIT1,0.0211131,0.018491489,0.030313917
HMGN3,0.076290368,1.83E-09,1.11E-08
FAM193A,-0.056213578,3.75E-08,1.86E-07
CEBPB,0.123550884,1.74E-13,2.08E-12
ZNF79,-0.045056469,0.000248749,0.000598242
NKIRAS2,-0.026647907,0.003861239,0.007416902
SOX8,-0.034554621,0.020719404,0.033559125
WDR1,-0.014392229,0.068269242,0.098172624
HMCES,-0.031010452,0.011149076,0.019349316
GNAO1,-0.187500558,6.37E-09,3.56E-08
CCNY,0.020625701,0.004295305,0.008175304
ADAMTS2,-0.018562949,0.306107653,0.37112955
RBFA,0.008198232,0.513806359,0.575628904
FAM20B,-0.051612547,6.68E-05,0.000179321
WTIP,0.079783245,1.40E-06,5.08E-06
QTRT2,-0.105949897,1.13E-18,3.00E-17
C4orf3,0.071957448,9.16E-08,4.18E-07
ITGA11,-0.07427837,1.74E-06,6.21E-06
OFD1,0.008605095,0.56871382,0.627027365
SIKE1,-0.025297572,0.028019734,0.043987023
ATP5F1B,0.018974628,0.012145751,0.020883341
PATJ,0.021838956,0.104821632,0.145262794
CD109,0.125602439,2.70E-09,1.60E-08
C6orf163,-0.029387036,0.041606969,0.062897453
CPEB3,0.066088198,5.70E-06,1.87E-05
SULF2,-0.09207468,2.95E-10,2.09E-09
PLD4,0.104711694,0.001148211,0.002450757
FAM160B1,0.009851423,0.562281063,0.6208934
HBEGF,-0.040526436,0.035914476,0.055032908
BORCS6,0.146363972,2.67E-13,3.11E-12
USB1,-0.077256588,1.29E-13,1.59E-12
SNHG16,-0.073861587,1.13E-15,2.06E-14
AC004854.2,0.05418976,0.004586842,0.008677341
NRAP,0.403027602,2.81E-23,1.43E-21
APP,-0.060312605,2.30E-07,9.69E-07
KCNS3,-0.116495868,6.35E-12,5.85E-11
PYCR1,-0.031927637,0.016419108,0.027301476
BIK,-0.016573057,0.535326153,0.596131574
MAFG-DT,0.076321978,0.00610386,0.011266136
RANBP17,-0.034500901,0.059387478,0.086520218
KCNK6,0.077721804,0.001656681,0.003415837
UBXN8,0.012062552,0.337055979,0.402887854
C8orf33,-0.030770422,0.000266564,0.000638324
ASB8,0.046648682,7.34E-08,3.43E-07
VARS,-0.088499015,9.62E-11,7.22E-10
RPS16,0.130419228,3.76E-08,1.87E-07
USP48,-0.017019347,0.025180756,0.039906111
SEMA6C,0.085524033,1.75E-11,1.49E-10
