piRNA	1_DEL13080_R1_17to51__piRNA.txt	2_DEL13080_R1_17to51__piRNA.txt	3_DEL13080_R1_17to51__piRNA.txt	4_DEL13080_R1_17to51__piRNA.txt	5_DEL13080_R1_17to51__piRNA.txt	6_DEL13080_R1_17to51__piRNA.txt	7_DEL13080_R1_17to51__piRNA.txt	8_DEL13080_R1_17to51__piRNA.txt	9_DEL13080_R1_17to51__piRNA.txt	10_DEL13080_R1_17to51__piRNA.txt	11_DEL13080_R1_17to51__piRNA.txt	12_DEL13080_R1_17to51__piRNA.txt	13_DEL13080_R1_17to51__piRNA.txt	14_DEL13080_R1_17to51__piRNA.txt	15_DEL13080_R1_17to51__piRNA.txt	16_DEL13080_R1_17to51__piRNA.txt	17_DEL13080_R1_17to51__piRNA.txt	18_DEL13080_R1_17to51__piRNA.txt	19_DEL13080_R1_17to51__piRNA.txt	20_DEL13080_R1_17to51__piRNA.txt	21_DEL13080_R1_17to51__piRNA.txt	22_DEL13080_R1_17to51__piRNA.txt	23_DEL13080_R1_17to51__piRNA.txt	24_DEL13080_R1_17to51__piRNA.txt	25_DEL13080_R1_17to51__piRNA.txt	26_DEL13080_R1_17to51__piRNA.txt	27_DEL13080_R1_17to51__piRNA.txt	28_DEL13080_R1_17to51__piRNA.txt	29_DEL13080_R1_17to51__piRNA.txt	30_DEL13080_R1_17to51__piRNA.txt	31_DEL13080_R1_17to51__piRNA.txt	32_DEL13080_R1_17to51__piRNA.txt	33_DEL13080_R1_17to51__piRNA.txt	34_DEL13080_R1_17to51__piRNA.txt	35_DEL13080_R1_17to51__piRNA.txt	36_DEL13080_R1_17to51__piRNA.txt	37_DEL13080_R1_17to51__piRNA.txt	38_DEL13080_R1_17to51__piRNA.txt	39_DEL13080_R1_17to51__piRNA.txt	40_DEL13080_R1_17to51__piRNA.txt	
hsa_piR_019810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
piR-hsa-13202	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_006507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_006506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_007838	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-8335	4.0	0.0	1.0	0.0	1.0	1.0	2.0	3.0	0.0	2.0	1.0	3.0	3.0	1.0	1.0	7.0	3.0	0.0	2.0	1.0	0.0	4.0	3.0	2.0	4.0	3.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	1.0	2.0	2.0	0.0	1.0	7.0	0.0	
hsa_piR_007835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
hsa_piR_007836	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_006505	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_007833	0.0	11.0	0.0	0.0	20.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	34.0	16.0	0.0	21.0	0.0	0.0	0.0	0.0	26.0	0.0	38.0	27.0	0.0	36.0	16.0	47.0	0.0	20.0	0.0	0.0	33.0	0.0	34.0	46.0	0.0	51.0	9.0	
hsa_piR_007834	11.0	9.0	34.0	20.0	19.0	16.0	42.0	27.0	9.0	13.0	44.0	25.0	22.0	32.0	14.0	11.0	19.0	21.0	21.0	15.0	21.0	24.0	11.0	36.0	26.0	63.0	35.0	15.0	46.0	31.0	19.0	9.0	10.0	28.0	26.0	30.0	44.0	38.0	49.0	8.0	
hsa_piR_006510	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_007840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
hsa_piR_006512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_006511	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-26537	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_020819	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_020818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
hsa_piR_019824	11.0	1.0	1.0	4.0	3.0	0.0	17.0	18.0	0.0	0.0	9.0	0.0	10.0	2.0	2.0	7.0	7.0	3.0	1.0	4.0	1.0	7.0	1.0	13.0	4.0	23.0	8.0	3.0	0.0	1.0	2.0	0.0	1.0	10.0	4.0	3.0	4.0	3.0	3.0	0.0	
hsa_piR_019823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_019826	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_019825	70.0	39.0	121.0	265.0	99.0	66.0	52.0	232.0	19.0	26.0	117.0	120.0	89.0	125.0	37.0	103.0	125.0	220.0	87.0	152.0	60.0	200.0	67.0	250.0	225.0	95.0	238.0	64.0	22.0	184.0	134.0	82.0	29.0	317.0	169.0	176.0	101.0	61.0	154.0	41.0	
hsa_piR_019820	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-8342	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_020820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-9674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-8343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-9673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_019822	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-13217	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	3.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
piR-hsa-14547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-9671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_020828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2750.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	
hsa_piR_020827	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_006517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_007848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_006519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_020824	4.0	0.0	1.0	0.0	1.0	1.0	2.0	3.0	0.0	2.0	1.0	3.0	3.0	1.0	1.0	7.0	3.0	0.0	2.0	1.0	0.0	4.0	3.0	2.0	4.0	3.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	1.0	2.0	2.0	0.0	1.0	7.0	0.0	
hsa_piR_007844	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_007845	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	
hsa_piR_006515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-8349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
hsa_piR_006521	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
hsa_piR_006520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_007851	2.0	1.0	1.0	0.0	1.0	1.0	1.0	4.0	1.0	1.0	0.0	0.0	4.0	2.0	0.0	3.0	1.0	0.0	0.0	2.0	2.0	1.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0	3.0	0.0	2.0	0.0	2.0	1.0	1.0	3.0	3.0	4.0	1.0	
piR-hsa-26528	84.0	28.0	53.0	140.0	93.0	77.0	95.0	355.0	40.0	41.0	59.0	91.0	100.0	100.0	54.0	53.0	46.0	73.0	66.0	66.0	58.0	42.0	84.0	89.0	124.0	69.0	116.0	57.0	134.0	132.0	126.0	130.0	87.0	179.0	96.0	125.0	110.0	49.0	102.0	32.0	
piR-hsa-26529	84.0	28.0	53.0	139.0	92.0	76.0	94.0	355.0	37.0	41.0	59.0	91.0	99.0	101.0	54.0	53.0	46.0	71.0	65.0	63.0	57.0	42.0	83.0	88.0	124.0	68.0	115.0	55.0	134.0	132.0	124.0	130.0	83.0	179.0	94.0	125.0	108.0	48.0	101.0	31.0	
piR-hsa-26526	2595.0	413.0	997.0	3693.0	1649.0	1573.0	4396.0	3610.0	749.0	1102.0	1356.0	2306.0	4746.0	3370.0	973.0	2534.0	1576.0	2463.0	1318.0	2402.0	1017.0	3833.0	1315.0	3205.0	4677.0	3001.0	3249.0	1082.0	4827.0	3551.0	2777.0	3205.0	1925.0	5123.0	2328.0	3133.0	2453.0	1132.0	1486.0	526.0	
piR-hsa-15872	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	
hsa_piR_020809	5.0	0.0	1.0	6.0	3.0	8.0	3.0	5.0	0.0	6.0	6.0	4.0	9.0	5.0	2.0	7.0	7.0	7.0	5.0	17.0	1.0	12.0	1.0	14.0	10.0	7.0	10.0	7.0	2.0	9.0	10.0	1.0	6.0	26.0	6.0	5.0	9.0	7.0	12.0	1.0	
piR-hsa-26524	163.0	79.0	148.0	278.0	170.0	130.0	488.0	356.0	101.0	41.0	132.0	63.0	200.0	124.0	104.0	70.0	120.0	150.0	119.0	114.0	166.0	181.0	124.0	150.0	195.0	342.0	149.0	118.0	206.0	176.0	116.0	193.0	136.0	203.0	201.0	145.0	155.0	110.0	147.0	81.0	
piR-hsa-27856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_019839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-26523	158.0	77.0	139.0	267.0	165.0	120.0	479.0	352.0	92.0	40.0	123.0	59.0	194.0	121.0	99.0	65.0	116.0	148.0	116.0	110.0	153.0	177.0	117.0	147.0	185.0	338.0	143.0	110.0	199.0	170.0	109.0	189.0	125.0	201.0	196.0	140.0	142.0	102.0	142.0	73.0	
piR-hsa-27852	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	3.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
hsa_piR_018509	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-15879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_019835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_019834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_019831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_019830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_018500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-13225	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-7021	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_006529	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
hsa_piR_020816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
piR-hsa-13223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_006528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	
hsa_piR_020815	1679.0	726.0	2623.0	3402.0	2666.0	1962.0	2496.0	1701.0	1737.0	1820.0	3954.0	2021.0	3420.0	3715.0	875.0	3399.0	3851.0	4471.0	3729.0	2849.0	2476.0	3074.0	3665.0	2744.0	4155.0	1228.0	3937.0	3504.0	4426.0	4384.0	2349.0	4951.0	5091.0	4937.0	6900.0	3606.0	6877.0	3192.0	4711.0	749.0	
piR-hsa-14553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_020814	584.0	73.0	402.0	706.0	329.0	731.0	803.0	340.0	176.0	403.0	466.0	437.0	872.0	907.0	105.0	454.0	417.0	510.0	553.0	489.0	206.0	552.0	310.0	474.0	502.0	447.0	802.0	359.0	586.0	623.0	573.0	908.0	759.0	967.0	1025.0	586.0	918.0	395.0	488.0	110.0	
piR-hsa-14552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa_piR_020813	567.0	655.0	325.0	743.0	943.0	675.0	284.0	160.0	398.0	72.0	237.0	507.0	430.0	442.0	259.0	187.0	301.0	519.0	237.0	582.0	506.0	338.0	405.0	599.0	544.0	226.0	693.0	278.0	775.0	811.0	485.0	411.0	256.0	1023.0	400.0	1055.0	303.0	232.0	302.0	242.0	
hsa_piR_006525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-7026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
piR-hsa-14550	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
