circRNA	1_DEL13080_R1_17to51__circRNA.txt	2_DEL13080_R1_17to51__circRNA.txt	3_DEL13080_R1_17to51__circRNA.txt	4_DEL13080_R1_17to51__circRNA.txt	5_DEL13080_R1_17to51__circRNA.txt	6_DEL13080_R1_17to51__circRNA.txt	7_DEL13080_R1_17to51__circRNA.txt	8_DEL13080_R1_17to51__circRNA.txt	9_DEL13080_R1_17to51__circRNA.txt	10_DEL13080_R1_17to51__circRNA.txt	11_DEL13080_R1_17to51__circRNA.txt	12_DEL13080_R1_17to51__circRNA.txt	13_DEL13080_R1_17to51__circRNA.txt	14_DEL13080_R1_17to51__circRNA.txt	15_DEL13080_R1_17to51__circRNA.txt	16_DEL13080_R1_17to51__circRNA.txt	17_DEL13080_R1_17to51__circRNA.txt	18_DEL13080_R1_17to51__circRNA.txt	19_DEL13080_R1_17to51__circRNA.txt	20_DEL13080_R1_17to51__circRNA.txt	21_DEL13080_R1_17to51__circRNA.txt	22_DEL13080_R1_17to51__circRNA.txt	23_DEL13080_R1_17to51__circRNA.txt	24_DEL13080_R1_17to51__circRNA.txt	25_DEL13080_R1_17to51__circRNA.txt	26_DEL13080_R1_17to51__circRNA.txt	27_DEL13080_R1_17to51__circRNA.txt	28_DEL13080_R1_17to51__circRNA.txt	29_DEL13080_R1_17to51__circRNA.txt	30_DEL13080_R1_17to51__circRNA.txt	31_DEL13080_R1_17to51__circRNA.txt	32_DEL13080_R1_17to51__circRNA.txt	33_DEL13080_R1_17to51__circRNA.txt	34_DEL13080_R1_17to51__circRNA.txt	35_DEL13080_R1_17to51__circRNA.txt	36_DEL13080_R1_17to51__circRNA.txt	37_DEL13080_R1_17to51__circRNA.txt	38_DEL13080_R1_17to51__circRNA.txt	39_DEL13080_R1_17to51__circRNA.txt	40_DEL13080_R1_17to51__circRNA.txt	
NM_006743	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	1.0	4.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0	4.0	4.0	2.0	0.0	
NM_006744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_006749	1.0	4.0	9.0	3.0	2.0	3.0	2.0	1.0	5.0	2.0	5.0	1.0	5.0	1.0	1.0	1.0	5.0	7.0	4.0	1.0	2.0	4.0	1.0	15.0	2.0	13.0	8.0	5.0	1.0	1.0	1.0	1.0	6.0	3.0	3.0	2.0	7.0	14.0	7.0	2.0	
NM_005418	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	6.0	2.0	2.0	1.0	4.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	3.0	
NM_005419	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	3.0	1.0	0.0	
ENST00000520388.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_005417	0.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	2.0	3.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	
NR_002569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NR_002578	29965.0	5617.0	36795.0	34389.0	31962.0	24148.0	51388.0	22655.0	20932.0	22268.0	54816.0	27838.0	62563.0	44168.0	14166.0	49052.0	59215.0	50014.0	64590.0	43075.0	31923.0	63415.0	54538.0	40841.0	63468.0	31576.0	73904.0	50186.0	59300.0	53350.0	37116.0	84035.0	94963.0	62937.0	118345.0	48731.0	110832.0	60888.0	74451.0	8358.0	
NR_027856	1.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	3.0	1.0	2.0	1.0	3.0	
NR_027850	2.0	4.0	6.0	2.0	6.0	4.0	3.0	3.0	1.0	5.0	9.0	2.0	7.0	10.0	1.0	1.0	9.0	1.0	2.0	5.0	8.0	2.0	6.0	17.0	3.0	12.0	3.0	16.0	1.0	5.0	2.0	3.0	12.0	1.0	12.0	7.0	11.0	1.0	19.0	2.0	
NM_006750	1.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	3.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	
NM_005420	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_018723	1.0	2.0	9.0	4.0	5.0	1.0	1.0	1.0	2.0	2.0	1.0	3.0	4.0	1.0	1.0	4.0	6.0	2.0	1.0	1.0	1.0	1.0	3.0	3.0	4.0	1.0	7.0	1.0	5.0	1.0	1.0	3.0	1.0	3.0	1.0	1.0	2.0	1.0	14.0	1.0	
NM_018725	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
NM_198268	1.0	3.0	2.0	2.0	4.0	3.0	1.0	1.0	1.0	0.0	3.0	3.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	3.0	2.0	3.0	0.0	10.0	2.0	2.0	2.0	4.0	0.0	5.0	2.0	1.0	2.0	3.0	3.0	4.0	2.0	19.0	6.0	4.0	
ENST00000378839.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	
NM_018728	4.0	3.0	3.0	7.0	1.0	1.0	1.0	3.0	1.0	10.0	1.0	2.0	6.0	3.0	1.0	1.0	2.0	3.0	1.0	7.0	8.0	1.0	1.0	3.0	2.0	2.0	1.0	2.0	2.0	7.0	5.0	2.0	11.0	2.0	10.0	9.0	1.0	12.0	1.0	1.0	
NM_017432	5.0	3.0	11.0	4.0	6.0	2.0	5.0	6.0	3.0	7.0	9.0	4.0	7.0	7.0	1.0	6.0	6.0	6.0	8.0	4.0	10.0	4.0	4.0	6.0	3.0	4.0	6.0	12.0	3.0	7.0	0.0	5.0	10.0	4.0	4.0	3.0	6.0	47.0	13.0	2.0	
NM_001243961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ENST00000428720.1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	
NM_017434	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	
NM_017433	1.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	
NM_004115	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	
NM_004114	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	
NM_006779	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	
NM_005445	1.0	1.0	3.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	4.0	1.0	1.0	1.0	6.0	2.0	3.0	3.0	3.0	2.0	1.0	1.0	3.0	3.0	1.0	2.0	2.0	1.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	14.0	7.0	4.0	
NM_006777	3.0	3.0	2.0	2.0	3.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	2.0	1.0	4.0	2.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	4.0	2.0	0.0	
NM_001242638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_004119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NR_026549	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	
ENST00000591711.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	4.0	0.0	
ENST00000522939.1	2.0	1.0	4.0	3.0	1.0	2.0	2.0	2.0	3.0	1.0	4.0	2.0	2.0	0.0	19.0	3.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	10.0	1.0	0.0	2.0	1.0	2.0	1.0	1.0	3.0	2.0	0.0	3.0	2.0	2.0	8.0	4.0	3.0	
ENST00000410794.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
TCONS_00023496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_005451	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	
NM_006782	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	6.0	3.0	1.0	
NR_027889	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	3.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	3.0	0.0	
NM_004120	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_001025604	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
ENST00000441044.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_006785	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	3.0	1.0	0.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	3.0	2.0	2.0	1.0	1.0	3.0	1.0	0.0	0.0	3.0	3.0	2.0	1.0	1.0	1.0	3.0	2.0	
NR_026551	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	2.0	0.0	
NM_005455	6393.0	1641.0	4173.0	11874.0	2658.0	4.0	10055.0	10447.0	2132.0	1599.0	3162.0	8390.0	6781.0	15167.0	3402.0	6294.0	4451.0	6370.0	3036.0	5057.0	2098.0	9187.0	2282.0	6922.0	7037.0	11055.0	8284.0	2339.0	5902.0	8834.0	2.0	4796.0	2762.0	8510.0	4504.0	8099.0	5482.0	1548.0	2712.0	1438.0	
NM_004124	5.0	1.0	2.0	7.0	1.0	3.0	4.0	4.0	5.0	1.0	5.0	5.0	6.0	5.0	1.0	3.0	7.0	1.0	1.0	2.0	1.0	4.0	3.0	14.0	4.0	3.0	5.0	2.0	2.0	6.0	3.0	2.0	1.0	6.0	3.0	12.0	3.0	5.0	5.0	1.0	
NM_006784	1.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	4.0	0.0	1.0	2.0	0.0	3.0	2.0	0.0	1.0	1.0	5.0	1.0	0.0	0.0	3.0	2.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	6.0	4.0	0.0	
NR_002580	1197.0	49.0	215.0	950.0	169.0	479.0	1753.0	787.0	70.0	128.0	192.0	626.0	1669.0	505.0	136.0	298.0	181.0	327.0	217.0	297.0	94.0	785.0	145.0	384.0	461.0	1246.0	545.0	156.0	858.0	744.0	507.0	388.0	264.0	705.0	416.0	550.0	373.0	154.0	165.0	43.0	
NM_198236	1.0	2.0	7.0	2.0	5.0	1.0	7.0	1.0	5.0	7.0	1.0	0.0	0.0	4.0	4.0	1.0	5.0	1.0	4.0	3.0	3.0	2.0	1.0	1.0	3.0	1.0	4.0	1.0	1.0	3.0	1.0	1.0	9.0	4.0	2.0	1.0	1.0	4.0	17.0	3.0	
NM_017426	1.0	2.0	3.0	2.0	0.0	1.0	1.0	2.0	2.0	1.0	2.0	4.0	1.0	2.0	0.0	2.0	1.0	1.0	3.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0	4.0	1.0	
NR_026550	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	
NM_198235	0.0	2.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	
NM_017429	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_198232	0.0	2.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	
ENST00000334464.5	1.0	2.0	1.0	0.0	1.0	0.0	3.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	2.0	0.0	1.0	0.0	3.0	1.0	2.0	4.0	3.0	3.0	4.0	1.0	0.0	
NM_017421	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	3.0	0.0	
ENST00000392812.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NM_017420	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	
NM_001243974	1.0	1.0	1.0	5.0	3.0	2.0	3.0	1.0	1.0	1.0	4.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	5.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	5.0	1.0	1.0	2.0	3.0	2.0	2.0	
NM_017423	3.0	1.0	1.0	2.0	4.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	3.0	3.0	4.0	3.0	1.0	3.0	2.0	3.0	3.0	3.0	1.0	5.0	4.0	1.0	1.0	3.0	2.0	2.0	2.0	4.0	6.0	9.0	7.0	4.0	2.0	
NM_005436	1.0	1.0	3.0	1.0	1.0	1.0	3.0	2.0	4.0	2.0	4.0	1.0	4.0	0.0	1.0	3.0	3.0	1.0	6.0	1.0	1.0	1.0	0.0	4.0	0.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	4.0	0.0	1.0	2.0	9.0	4.0	3.0	
NM_004104	1.0	7.0	7.0	4.0	1.0	5.0	2.0	1.0	1.0	3.0	1.0	3.0	2.0	1.0	0.0	2.0	2.0	2.0	1.0	2.0	2.0	3.0	5.0	2.0	4.0	1.0	10.0	10.0	3.0	5.0	2.0	3.0	1.0	1.0	1.0	1.0	3.0	14.0	4.0	2.0	
NM_006767	1.0	2.0	4.0	2.0	2.0	0.0	2.0	1.0	5.0	1.0	6.0	0.0	2.0	3.0	1.0	3.0	2.0	1.0	5.0	2.0	2.0	4.0	5.0	5.0	2.0	0.0	4.0	4.0	4.0	2.0	1.0	4.0	6.0	4.0	3.0	1.0	9.0	13.0	4.0	2.0	
NM_001206987	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	
NM_006768	0.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	4.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	3.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	2.0	1.0	3.0	4.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	1.0	4.0	1.0	2.0	
NM_005437	0.0	1.0	3.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	2.0	2.0	1.0	3.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	3.0	2.0	2.0	0.0	0.0	
ENST00000382426.3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	
NM_006765	2.0	2.0	12.0	4.0	7.0	1.0	4.0	1.0	5.0	3.0	5.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	3.0	3.0	2.0	3.0	5.0	1.0	6.0	1.0	4.0	1.0	1.0	3.0	5.0	4.0	6.0	11.0	1.0	4.0	1.0	3.0	
ENST00000403657.1	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	
NM_005435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
NR_027868	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	4.0	3.0	2.0	2.0	1.0	1.0	4.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	1.0	3.0	2.0	0.0	
NM_005438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
NM_004109	2.0	1.0	6.0	2.0	1.0	3.0	1.0	2.0	5.0	2.0	3.0	3.0	0.0	3.0	3.0	2.0	2.0	10.0	2.0	0.0	4.0	1.0	2.0	11.0	4.0	5.0	6.0	0.0	4.0	2.0	0.0	0.0	5.0	3.0	4.0	6.0	5.0	8.0	3.0	0.0	
NM_006770	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ENST00000520002.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	3.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	1.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	
NM_001025616	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	3.0	0.0	0.0	
TCONS_00023483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
NR_026547	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
